Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GBPJPY=X,GBPJPY=X,GBPJPY=X,GBPJPY=X,GBPJPY=X,GBPJPY=X
Datetime,,,,,,
2025-08-10 23:00:00+00:00,198.4929962158203,198.4929962158203,198.6300048828125,198.48500061035156,198.5800018310547,0
2025-08-11 00:00:00+00:00,198.49400329589844,198.49400329589844,198.5240020751953,198.4029998779297,198.49000549316406,0
2025-08-11 01:00:00+00:00,198.55799865722656,198.55799865722656,198.58799743652344,198.45799255371094,198.4929962158203,0
2025-08-11 02:00:00+00:00,198.5399932861328,198.5399932861328,198.61000061035156,198.52099609375,198.55599975585938,0
2025-08-11 03:00:00+00:00,198.58399963378906,198.58399963378906,198.60000610351562,198.49099731445312,198.54200744628906,0
2025-08-11 04:00:00+00:00,198.60299682617188,198.60299682617188,198.60800170898438,198.53399658203125,198.58200073242188,0
2025-08-11 05:00:00+00:00,198.67999267578125,198.67999267578125,198.68800354003906,198.5749969482422,198.5989990234375,0
2025-08-11 06:00:00+00:00,198.781005859375,198.781005859375,198.79100036621094,198.6739959716797,198.68099975585938,0
2025-08-11 07:00:00+00:00,198.28700256347656,198.28700256347656,198.80499267578125,198.17300415039062,198.78199768066406,0
2025-08-11 08:00:00+00:00,198.6060028076172,198.6060028076172,198.66200256347656,198.22000122070312,198.2830047607422,0
2025-08-11 09:00:00+00:00,198.67799377441406,198.67799377441406,198.7169952392578,198.5590057373047,198.6020050048828,0
2025-08-11 10:00:00+00:00,198.63600158691406,198.63600158691406,198.7779998779297,198.62600708007812,198.68800354003906,0
2025-08-11 11:00:00+00:00,198.57899475097656,198.57899475097656,198.71200561523438,198.53599548339844,198.63699340820312,0
2025-08-11 12:00:00+00:00,198.40499877929688,198.40499877929688,198.6540069580078,198.35699462890625,198.58200073242188,0
2025-08-11 13:00:00+00:00,198.4759979248047,198.4759979248047,198.5800018310547,198.36199951171875,198.4029998779297,0
2025-08-11 14:00:00+00:00,198.48300170898438,198.48300170898438,198.5659942626953,198.3470001220703,198.4770050048828,0
2025-08-11 15:00:00+00:00,198.5240020751953,198.5240020751953,198.54800415039062,198.38800048828125,198.48599243164062,0
2025-08-11 16:00:00+00:00,198.66799926757812,198.66799926757812,198.67599487304688,198.49200439453125,198.52499389648438,0
2025-08-11 17:00:00+00:00,198.7550048828125,198.7550048828125,198.76400756835938,198.63999938964844,198.6649932861328,0
2025-08-11 18:00:00+00:00,199.0260009765625,199.0260009765625,199.07000732421875,198.73899841308594,198.75599670410156,0
2025-08-11 19:00:00+00:00,199.03199768066406,199.03199768066406,199.04200744628906,198.9340057373047,199.02000427246094,0
2025-08-11 20:00:00+00:00,198.9759979248047,198.9759979248047,199.0659942626953,198.91700744628906,199.0279998779297,0
2025-08-11 21:00:00+00:00,198.9029998779297,198.9029998779297,199.02099609375,198.6999969482422,198.97500610351562,0
2025-08-11 22:00:00+00:00,199.0659942626953,199.0659942626953,199.08999633789062,198.83399963378906,198.906005859375,0
2025-08-11 23:00:00+00:00,199.01600646972656,199.01600646972656,199.11000061035156,198.98399353027344,199.08099365234375,0
2025-08-12 00:00:00+00:00,199.30999755859375,199.30999755859375,199.34800720214844,199.01199340820312,199.01699829101562,0
2025-08-12 01:00:00+00:00,199.18800354003906,199.18800354003906,199.3070068359375,199.14999389648438,199.30599975585938,0
2025-08-12 02:00:00+00:00,199.25799560546875,199.25799560546875,199.28799438476562,199.13900756835938,199.18699645996094,0
2025-08-12 03:00:00+00:00,199.36199951171875,199.36199951171875,199.39199829101562,199.23199462890625,199.26199340820312,0
2025-08-12 04:00:00+00:00,199.35699462890625,199.35699462890625,199.375,199.26800537109375,199.35899353027344,0
2025-08-12 05:00:00+00:00,199.12600708007812,199.12600708007812,199.3699951171875,198.98599243164062,199.35800170898438,0
2025-08-12 06:00:00+00:00,199.17999267578125,199.17999267578125,199.4459991455078,199.0970001220703,199.0970001220703,0
2025-08-12 07:00:00+00:00,199.54200744628906,199.54200744628906,199.55499267578125,199.16099548339844,199.17999267578125,0
2025-08-12 08:00:00+00:00,199.90699768066406,199.90699768066406,199.97799682617188,199.44900512695312,199.54299926757812,0
2025-08-12 09:00:00+00:00,199.8280029296875,199.8280029296875,199.9459991455078,199.66299438476562,199.8990020751953,0
2025-08-12 10:00:00+00:00,199.78599548339844,199.78599548339844,199.85800170898438,199.697998046875,199.8280029296875,0
2025-08-12 11:00:00+00:00,199.7550048828125,199.7550048828125,199.83999633789062,199.6540069580078,199.78599548339844,0
2025-08-12 12:00:00+00:00,199.63499450683594,199.63499450683594,200.02200317382812,199.57000732421875,199.7570037841797,0
